smiles,pKi
CCCCNC(=O)c1oc2ccc(cc2c1C)S(=O)(=O)N3CC(C)CC(C)C3,5.027
CN1N(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3ONC(C)(C)C)C#N)\C=C1C(C)(C)C,6.680
OCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5)ccc13,5.959
CCCCCCCOc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,6.689
CC1CCC(CC1)NC(=O)C2=Cc3cc(Br)cnc3N(CCN4CCOCC4)C2=O,8.900
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cccc(c15)[N+](=O)[O-],9.000
COc1ccc(cc1)C(=O)n2c(nc3ccccc23)C4CCCC4,6.301
CCOC(=O)\C(=C\c1cn(CCN2CCOCC2)c3ccccc13)\C(=O)c4ccccc4,5.801
Clc1cccc(Cl)c1C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4,6.080
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NCCCCCO,5.630
O=C(N1CCCCC1)c2ccc3c(c2)c4ccccc4n3CCCN5CCS(=O)(=O)CC5,6.604
CC(C)(Cc1oc(nn1)c2ccc(F)cc2)NC(=O)c3ccc(C4CCCC4)c(OCC5CC5)n3,6.381
CCS(=O)(=O)n1c2CN(CC3CC3)Cc2c4cc(ccc14)C(=O)N5CCC(C)CC5,8.201
CC1Oc2cccc3C(=O)C(=CN(C1c4ccccc4)c23)C(=O)NC5CCCCC5,6.271
[11CH3]Oc1cccc2C(=O)C(=CN(CCOCC)c12)C(=O)NC34CC5CC(CC(C5)C3)C4,9.155
Cc1ccc(C)n1c2c(C)c(nn2c3ccc(F)cc3F)C(=O)NC4CCCC4,6.046
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)c3c(C)csc13,7.910
CCCCCn1nc(OCc2ccc(OC)cc2)c3cc(ccc13)[N+](=O)[O-],6.310
CCCCNC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,5.810
Cc1c(nn(c2ccc(F)cc2F)c1n3cccc3)C(=O)NN4CCCCC4,5.620
CC[C@H](C)[C@H](NC(=O)N1C(=O)N(CCN2CCOCC2)c3ccccc13)C(=O)N,7.174
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)N3C[C@@H]4[C@H](C3)[C@H]4NS(=O)(=O)C(F)(F)F,8.824
CCCCCCC1CCCc2c(O)c3[C@@H]4CC(=CC[C@H]4C(C)(C)Oc3cc12)C,8.268
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2Br,6.431
CC(C)Cn1nnnc1Cc2ccc(cc2)c3ccccc3,5.114
CCOc1ccc(Cc2nc3cc(ccc3n2CCCCN4CCCCC4)C(=O)N(CC)CC)cc1,5.319
O=C(Cc1ccccc1)NC(NC(=O)Cc2ccccc2)\C=C\c3ccccc3,5.245
CCCCCCc1ccc(OCCCCCC(=O)NC2CC2)cc1O,6.268
C[C@H](NS(=O)(=O)C)c1ccc(Cc2ccc(OC(F)(F)F)cc2S(=O)(=O)c3ccccc3OC(F)(F)F)cc1,7.796
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)OC(CO)CO)c1,6.097
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)c6ccc(F)cc6F,7.796
CCN(CC)c1ccc(cc1)C(NC(=O)c2ccccc2)NC(=O)c3ccccc3,6.162
CCCCCn1cc(cc1c2ccc(Cl)cc2)C(=O)c3cccc4ccccc34,7.602
CCCCCN1C=C(C(=O)Nc2cccc3ccccc23)C(=O)c4ccccc14,6.431
Cc1ccc(C)n1c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NC(C)(C)C,7.695
CN(C)C1(CCSCC1)c2nc(cs2)c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C,7.088
CCCCN1C=C(C(=O)NCC2CC2)C(=O)c3cccc(OC)c13,7.103
COc1ccc(cc1CC=C)c2cc(CC=C)ccc2OC,5.862
O[C@H]1CCCC[C@@H]1NC(=O)N2C(=O)N(CCN3CCOCC3)c4ccccc24,6.315
CCCCCOc1c(OC)ccc2C(=O)N(CCc3ccc(O)cc3)C(=O)c12,8.137
CCCCCc1cc(O)cc(OCCCCCCCCCCCNCC=C)c1,5.733
CCCCCn1cc(cc1c2cccc(c2)C(F)(F)F)C(=O)c3cccc4ccccc34,7.149
CC1CCC(CC1)NC(=O)C2=Cc3cc(cnc3N(Cc4ccc(F)cc4)C2=O)c5ccc(F)cc5,8.664
CC(C)(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=CN2CC=C=C)C(C)(C)C)C(F)(F)F,7.770
Cc1ccc(cc1C(=O)N2CCOCC2)C(=O)NC3[C@@]4(C)CC[C@H](C4)C3(C)C,5.921
O=C(NC1CCCCCC1)C2=CC=CN(CCN3CCOCC3)C2=O,6.102
CCCCCc1sc2ccccc2c1C(=O)c3ccc(OC)cc3,6.523
CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCC(C)(C)O)c2ccccc12)C(=O)N,8.097
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(CC)ccc15,7.772
Cc1nc(C(=O)NC23CC4CC(CC2C4)C3)c(C)n1c5ccccc5,8.013
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)C(=O)c4csc5ccccc45,6.904
FC1(F)CCN(CC1)C2=Nc3cc(ccc3Sc4ccccc24)C(=O)NCc5cccc(Cl)c5,5.900
COCCOCC(C)(C)c1cc(NC(=O)c2ccc(C3CCCC3)c(OCC4CC4)n2)on1,6.532
CCOC(=O)CCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4,5.882
CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)O,6.457
COc1cc(cc(O)c1c2cc(Cl)cc(Cl)c2)C(=O)c3ccccc3,8.321
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC(F)(F)F)c1,7.554
CCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)n3cccc3,5.825
Fc1ccccc1S(=O)(=O)c2ccc(cc2S(=O)(=O)N3CCC4(CC3)CC4NS(=O)(=O)C(F)(F)F)C(F)(F)F,8.699
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCOCC4,5.482
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](C6)(C4)C#N)C5,8.377
CCCCN1C2=C(CCCC2)C=C(C(=O)NCc3ccccc3)C1=O,7.770
CC(C)(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=NN2CC3CCC3)C(C)(C)C)C(F)(F)F,8.553
OC(=O)C1(CCCC1)NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O,7.252
COc1ccc(cc1)C(=O)c2c(sc3ccccc23)c4ccc(OC)cc4,7.000
CCCCCCCC(C)(C)c1cc(OC)c2C=C(Cc3ccccc3OC)C(=O)Oc2c1,5.000
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)N1CCN(CC1)c2ccc(F)cc2,5.292
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](CC#N)(C6)C4)C5,8.337
O=C(NC1CCCCCC1)C2=CC=CN(Cc3ccccc3)C2=O,8.097
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3Cl)C(=O)NC4CCCCC4,7.738
CCC(C)(C)NC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)n3cccc3,8.244
CCc1c(cc(C)n1c2ccccc2)C(=O)Nc3cccc4ccccc34,7.699
CCCCCOc1c(OC)ccc2C=C(C(=O)N3CCCC(C3)C(=O)OCC)C(=O)Nc12,7.000
CCOc1ccc(Cc2nc3cc(NC)ccc3n2CC4CC4)cc1,5.362
Cc1cc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc(c1C)S(=O)(=O)N2CCOCC2,8.180
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NN2CCCCC2)c1,6.169
CCCCCn1cc(C(=O)Cc2ccc(Cl)cc2)c3ccccc13,6.302
Fc1cccc(c1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,4.897
OC(=O)c1cccc(NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O)c1,6.212
Brc1ccc(cc1S(=O)(=O)N2CCCCC2)C(=O)NCc3cccnc3,6.495
COc1ccccc1CC2=Cc3c(C)ccc(C(C)C)c3OC2=O,6.100
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCCOC(CO)CO)c1,5.777
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)Nc2ccc(O)cc2)c1,5.854
CCCCCOc1c(OC)ccc2C=C(C(=O)NCc3ccc4OCOc4c3)C(=O)Nc12,7.165
COc1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)N3CCC4(CC3)CC4NS(=O)(=O)C(F)(F)F,9.187
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c3ccc(F)cc3)cc1,7.137
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)N2CCCCC2,8.569
CCCCCn1cc(C(=O)c2ccc(Br)c3ccccc23)c4ccccc14,8.959
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@@H]2CCCN2C=O,5.131
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)cc4,6.102
CCCCCCCN(Cc1ccc(cc1)N(CC)CC)S(=O)(=O)c2ccc(cc2)C(C)C,4.886
Cc1c(nn(c2ccc(F)cc2F)c1n3cccc3)C(=O)NCCc4ccc(Cl)c(Cl)c4,5.889
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)N(O)CCO,5.721
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)C=C1C(C)(C)C,7.538
O=C(N1Cc2ccccc2C1)C34CC5CC(CC(C5)C3)C4,6.301
COc1ccc(COc2nn(Cc3ccc(OC)cc3)c4ccccc24)cc1,6.046
CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)\C=C\C(=O)O)c1,8.046
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)N(C)C(=O)c5cccs5)cc1,8.301
CCCCCn1cc(C(=O)Cc2ccc(C)cc2)c3ccccc13,6.244
CCN(CC)c1ccc(CN(Cc2ccc(cc2)N(CC)CC)S(=O)(=O)c3ccc(C)cc3)cc1,6.268
Clc1ccc(c(Cl)c1)n2nc(C(=O)NCC3CCCCC3)c4CCCc5cc(Cl)ccc5c24,7.498
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)n6ccnc6,8.097
O=C(c1cccc2ccccc12)n3c(nc4ccccc34)C5CCC5,5.854
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccccc3)cc1,6.770
CS(=O)(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,5.969
OCCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,7.481
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NC34CC5CC(CC(C5)C3)C4,7.721
FC(F)(F)Oc1ccc(c(c1)S(=O)(=O)N2CCC3(CC2)CC3NS(=O)(=O)C(F)(F)F)S(=O)(=O)c4ccccn4,9.046
CCCC(C)(C)c1ccc2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)O,7.693
Cl.CCc1ccccc1c2nc3c(nc(C)nc3n2C4CCOCC4)N5CCN(C)CC5,7.498
O=C(NC1CCCCC1)c2cccnc2OCc3ccccc3,6.038
CCCCCN1C=C(C(=O)NC(CC)CO)C(=O)c2ccc(Sc3ccccc3)cc12,7.701
CCCCCn1cc(C(=O)Nc2cccc3ccccc23)c4ccccc14,7.000
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(OCc5ccccc5)ccc24)C1(C)C,9.050
COc1c(C)c(C)c2OC(=O)C(=Cc2c1C)Cc3ccccc3,5.752
CCCCCCC(C)(C)c1ccc(c(O)c1)c2cccc(N)c2,7.357
COc1ccc2c(c1)c(CCN3CCOCC3)c(C)n2C(=O)c4ccc(Cl)cc4Cl,8.409
Cc1cc(C(=O)NCCc2ccccc2)c(C)n1c3ccccc3,6.233
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccc(F)cc4,7.907
CCCCCC(=O)NC(NC(=O)CCCCC)c1ccc(cc1)N(CC)CC,7.602
CCCCCN1C=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=O)c5ccccc15,7.801
CCN(CC)C1(CCOCC1)c2nc(cs2)c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C,7.111
CSC(=S)N1CC(C)(C)CS/C/1=N\c2cccc(c2)C(C)C,7.481
Cc1ccc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc1CN2CCOCC2,7.796
CC1=C(S\C(=N/S(=O)(=O)c2cccc3ccccc23)\N1C4CC4)C(C)(C)C,7.796
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C(=C1C)I,7.682
CCC1COc2c(OC)ccc3C(=O)C(=CN1c23)C(=O)NC45CC6CC(CC(C6)C4)C5,8.169
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccccc4,9.041
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NCCC(C)(C)C,7.281
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2Oc3ccccc3,5.535
CCCCOc1c(OC)ccc2C=C(C(=O)NCCc3ccccc3)C(=O)Nc12,9.482
CCc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)c(Cl)c4,7.251
CCCCCc1cc(O)cc(OCCCCCC(=O)NC2CC2)c1,6.018
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)N(C)C(=O)N(CC)CC)cc1,8.229
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccs4,9.305
CCN1CCCC1CN2C3=C(CCCCCC3)C=C(C(=O)NC4(CCCCC4)C(=O)O)C2=O,5.675
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6occc6,8.308
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC45CC6CC(CC(C6)C4)C5,7.699
CCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,7.708
CCN(CC)c1ccc(CN(Cc2ccc(Cl)c(Cl)c2)S(=O)(=O)c3ccc(C)cc3)cc1,6.409
CCCCN1C(=C(C)C=C(NC(=O)c2ccccc2)C1=O)C,6.456
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(C(=O)N)c5ccccc5,5.259
CCC1COc2cccc3C(=O)C(=CN1c23)C(=O)Nc4ccncc4,6.818
CCCCCc1cc(O)c2[C@@H]3[C@@H](O)C(=C)CC[C@H]3C(C)(C)Oc2c1,6.889
COc1cc2c(cc1OCc3ccccc3)c(cn2CC4CCOCC4)C(=O)C5C(C)(C)C5(C)C,8.748
CCCCCn1cc(C(=O)c2ccc(F)c3ccccc23)c4ccccc14,8.495
CCCCCc1cc(O)c2C=C(Cc3ccccc3Cl)C(=O)Oc2c1,5.712
C[C@@]12CC[C@@H](C1)C(C)(C)[C@H]2NC(=O)c3ccc(Br)c(c3)S(=O)(=O)N4CCOCC4,8.456
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3,8.699
FC(F)(F)c1ccccc1C(=O)Nc2sc3COCCc3c2C(=O)N4CC(F)(F)C4,7.089
COc1ccc(cc1)C(=O)n2c(nc3ccccc23)C(C)(C)C,6.222
CCCCCn1c(C)c(C(=O)Cc2ccccc2OC)c3ccccc13,7.086
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(cc3)C(C)C)cc1,7.149
CCC\C=C\C\C=C\CCC\C=C\C=C\C(=O)NCC(C)CC,5.917
Cc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)n1C5CCCCC5,7.699
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(Cc4n3S(=O)(=O)c5ccccc5)C6CCCC6,7.747
CC(C)(C)CNC(=O)c1ccc(Br)c(c1)S(=O)(=O)N2CCCC2,6.398
CCCCCCCC(=O)N(Cc1ccc(cc1)N(CC)CC)[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2)C3,6.195
CCOc1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(C)cc3)cc1,6.638
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/C)\C(F)(F)F)C(F)(F)F)C(C)(C)C,7.284
O=C(Nc1cccc2ccccc12)N3Cc4ccccc4N(CCN5CCOCC5)C3=O,7.387
CCC1(CNS(=O)(=O)C(F)(F)F)CCN(CC1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F,9.699
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccc(Br)c4,9.268
CCc1ccc(cc1)\N=C\2/SCC3(CCCCC3)CN2C(=S)SC,8.921
Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCOCC3)c4Cc5cc(ccc5c24)C6CC6,6.703
COc1ccc(c(c1)S(=O)(=O)c2ccc(Cl)cc2)S(=O)(=O)c3ccc(cc3)[C@H](C)NS(=O)(=O)C,9.046
CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C)cn1,7.620
CCCCN1C=C(C(=O)c2cccc3ccccc23)C(=O)c4ccccc14,5.810
Clc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)N3CCCCC3)c4ccccc4,6.854
CCS(=O)(=O)n1c2CN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCCC5,8.155
COc1cc(C)cc2OC(=O)C(=Cc12)Cc3ccc(Cl)cc3,5.027
Clc1ccc(cc1)n2cc(nc2c3ccccc3Cl)C(=O)NC4CCCCC4,5.638
O=C(C1CCCCC1)n2c3ccccc3c4nnc(SCc5ccccc5C#N)nc24,7.523
CCOc1ccc(cc1)C(=O)c2nc3cc(ccc3n2CCC(C)C)C(=O)N(CC)CC,7.456
COc1cc(CNC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)n4cccc4)c(Br)c(OC)c1OC,6.215
O\N=C/1\C(\N2CCC1CC2)=C\c3cn(Cc4ccc(Cl)cc4)c5ccccc35,6.971
CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)NCCO,6.377
CCCCC1=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc5N1)c6occc6,6.876
CCCCCN1C=C2C(=O)N(CC34CC5CC(CC(C5)C3)C4)N=C2c6ccccc16,9.409
FC(F)(F)CCCS(=O)(=O)Oc1ccc2oc3c(C#N)c(ccc3c2c1)C(F)(F)F,5.483
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c3cccc(C)c3)cc1,8.553
COc1c(Cc2ccc(F)cc2)cc(cc1C(=O)NC3CCCCCC3)c4ccccc4,7.075
CCN(CC)c1ccc(CN(c2ccc(C)cc2)S(=O)(=O)c3cccc(C)c3)cc1,8.237
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)S(=O)(=O)c6ccccc6,7.181
CCCN1CC(C)(C)CS/C/1=N\c2ccccc2C(C)C,6.039
CCCCCCC(C)(C)c1cc(Br)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,7.469
OCCn1c2ccccc2c3cc(NC(=O)CCCc4onc(n4)c5ccc(Cl)cc5)ccc13,6.234
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NCc4ccc(cc4)C(F)(F)F,5.702
CSC(=S)N1CC2(CC2)CS/C/1=N\c3ccccc3C(C)C,7.187
COc1c(Cc2ccccc2)cc(cc1C(=O)NC3CCCCCC3)c4ccccc4,6.226
FC(F)(F)CCCS(=O)(=O)Oc1cccc2Cc3ccc(c(C#N)c3Oc12)C(F)(F)F,5.936
CCN(CC)c1ccc(CN(Cc2ccc(Cl)cc2)S(=O)(=O)c3ccc(C)cc3)cc1,6.678
COC(=O)[C@H](Cc1ccccc1)NC(=O)c2c(C)n(CCN3CCOCC3)c4c(OC)cccc24,8.097
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45,8.577
CCCCCN1C=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=S)c5ccccc15,7.740
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(cc2S(=O)(=O)c3ccc(Cl)cc3)C(F)(F)F,8.097
OCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(Cl)cc5)ccc13,6.004
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5c(C)csc15,8.951
Cc1ccc(cc1)S(=O)(=O)N(CCc2ccccc2)Cc3ccccc3,6.125
CCCCCn1c(C)c(C(=O)c2cccc3ccc(C)cc23)c4ccccc14,9.310
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)n3nc(cc13)c4ccccc4Cl,7.328
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NCCO)c1,7.098
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3cccc(Cl)c3,7.638
Cc1ccc(Cn2cc(cc2c3ccc(Cl)c(C)c3)C(=O)N[C@@H]4CC5CC[C@@]4(C)C5(C)C)cc1,6.785
CC1(C)Oc2cc(cc(O)c2[C@@H]3CC(=O)CC[C@@H]13)C4(CCCCCBr)CCC4,8.231
CCCCCn1c(C)c(C(=O)c2cccc3cccc(I)c23)c4ccccc14,7.886
CCc1nc(cn1c2ccccc2)C(=O)NC34CC5CC(CC(C5)C3)C4,7.896
COc1c(C)cc(cc1C(=O)NC2CCCCCC2)c3ccc(F)cc3,7.222
COc1cccc(CC2=Cc3c(OC)cc(C)cc3OC2=O)c1,5.472
CCC(C)(C)C(=O)Nc1cc2CCCCc2c(c1)S(=O)(=O)N3CCOCC3,7.854
CCCCCOC(=O)c1cc(O)c(c(O)c1)c2ccccc2,5.398
CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCC2(O)CCOCC2)c3ccccc13)C(=O)N,6.842
CCOC(=O)CCN1C(=O)C(=Cc2cccnc12)C(=O)NC3CCC(C)CC3,6.754
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2ONC(C)(C)C)C(F)(F)F)C(C)(C)C,7.959
CCCCCn1cc(C(=O)c2ccc(C)c3ccccc23)c4ccccc14,8.921
CCN(CC)c1ccc(CN(C2CCCCC2)S(=O)(=O)c3ccc(C)cc3)cc1,7.745
CCOC(=O)c1c2CCCCc2sc1NC(=O)CCc3ccccc3,6.951
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5c1n(C)nc5C(C)(C)C,6.440
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](C6)(C4)C(=O)N)C5,6.472
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2Cl,6.141
CCC(C)(C)C(=O)Nc1cc2CCCc2c(c1)S(=O)(=O)N3CCOCC3,7.921
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)C(=O)c4cc5ccccc5s4,6.947
CCCCC1=NN(CC1c2ccsc2)C(=O)NC(C)(C)c3ccccc3,7.208
CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(ccc2OC3CCC3)C#N)C(C)(C)C,7.018
Clc1ccc(cc1)c2c3OCCCC(NC(=O)C4(CC4)C#N)c3nn2c5ccccc5Cl,4.674
CCCCCOc1c(OC)ccc2C(=O)N(CCc3ccc(O)cc3)CCc12,8.745
CCCCCCc1ccc(OCCCCCCCCCCC(=O)OCC(O)CO)cc1O,4.981
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)N[C@H](C)CO)c1,7.674
CCCCCn1cc(cc1c2ccccc2C)C(=O)c3cccc4ccccc34,8.398
CCCCCC1=NN(CC1c2ccccc2)C(=O)NCC34CC5CC(CC(C5)C3)C4,8.097
CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)N4CCC(O)CC4,8.959
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)n3nc(C)nc13,6.171
Cc1cc(NC(=O)C(C)(C)C)cc(c1C)S(=O)(=O)N2CCOCC2,7.398
COc1cc(C)cc2OC(=O)C(=Cc12)Cc3ccccc3O,5.281
O=C(NC1CCCCCC1)C2=CC(=NN(C3CCCC3)C2=O)c4ccccc4,7.886
CCCCCn1c(C)c(C(=O)c2cccc3ccccc23)c4ccccc14,8.538
CCCCCn1c(C)c(C(=O)c2ccc(F)c3ccccc23)c4ccccc14,8.658
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3OC(F)(F)F,6.893
CN1CCC[C@H]1COc2ccc(cc2C(=O)\N=C\3/SC(=CN3C[C@H]4CCCO4)C(C)(C)C)C#N,7.367
COc1ccc2C(=O)C(=CN(Cc3ccccc3)c2n1)C(=O)NC4CCCCC4,7.959
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(OCC(F)(F)F)cc3)n2CCC(C)C,7.244
CCS(=O)(=O)n1c2CN(Cc2c3cc(ccc13)C(=O)N4CCC(CC4)OC)C5CCCC5,7.559
Brc1ccc(cc1S(=O)(=O)N2CCCCC2)C(=O)NCc3ccccc3,6.444
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=S)C=C1c3ccccc3,7.319
COc1ccc(cc1)C(=O)n2c(nc3ccccc23)C4CCC4,6.046
Cc1cc(Cl)cc(C)c1c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,6.120
CCCCCC1=NN(CC1c2ccccc2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C,7.950
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC=C)c1,8.133
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)Nc2ccccc2)c1,6.893
CCCCN1C2=C(COCC2)C=C(C(=O)NCc3ccccc3)C1=O,6.690
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NC4CCCCC4,7.194
