smiles,pKi
COc1ccc(CC2=Cc3c(OC)cc(C)cc3OC2=O)cc1,5.236
CCc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(C)ccc3C)C(=O)NC4CCCCC4,8.770
CCCCCC1=NN(CC1c2ccccc2)C(=O)NC3CCCCC3,7.102
C[C@H]1CC(CNS(=O)(=O)C(F)(F)F)CCN1S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F,8.097
CC1(C)C(C(=O)c2cn(CCC(=O)N)c3ccccc23)C1(C)C,6.659
COc1c(Cc2ccc(F)cc2)cc(cc1C(=O)NC3CCCCCC3)c4ccc(F)cc4,6.577
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CCCC4)C(=O)N(CC)CC)cc1,9.000
CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)OC(CO)CO,5.745
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(cc1)N2CCOCC2,5.367
CC12CC3CC(C)(C1)CC(C3)(C2)NC(=O)C4=CN(Cc5ccccc5)c6ccccc6C4=O,6.178
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)OCc4ccncc4,5.856
CCCCCCc1ccc(OCCCCCC(=O)NCCO)cc1O,5.192
CCCn1c(C)c(C(=O)c2cccc3cccc(Cl)c23)c4ccccc14,6.759
CC(C)c1ccc(C)c2OC(=O)C(=Cc12)Cc3ccccc3,5.370
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/N)\c3cccnc3)C(F)(F)F)C(C)(C)C,7.060
Cl.CCN1CCN(CC1)c2nc(C)nc3c2nc(c4ccccc4Cl)n3CC5CCOCC5,7.277
CC(C)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC3CC3)n1)c4oc(nn4)c5ccccc5,5.402
Cl.CCN1CCN(CC1)c2nc(C)nc3c2nc(c4ccccc4Cl)n3CCOC,7.886
Oc1cc(cc(O)c1c2cc(Cl)cc(Cl)c2)C(=O)c3ccc(Cl)cc3,6.918
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2ONC(=O)C(C)(C)C)C(F)(F)F)C(C)(C)C,9.222
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)C(=O)OCCCC#N,8.854
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)N4CCc5ccccc5C4,6.157
CC1=C(S\C(=N/C(=O)c2ccc(Br)cc2)\N1CC3CC3)C(C)(C)C,8.921
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6ccc(C)s6,7.936
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,6.893
Brc1ccc2N(CC#C)C=C(C(=O)NC34CC5CC(CC(C5)C3)C4)C(=O)c2c1,7.303
CCc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NCc4ccc(Cl)c(Cl)c4,7.529
OCc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,5.125
COCCN1C(=O)C(=CC2=C1CCCCCC2)C(=O)NCc3ccccc3,8.097
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(CC(=O)OCCCCC#N)cc3OC2(C)C,8.921
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(F)cc3)C(=O)NN4CCCCC4,6.116
CC1=C2CCCCN2C(=O)c3cc(OC(=O)C(C)(C)C)cc(OC(=O)C(C)(C)C)c13,8.167
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)[S+]([O-])c6ccccc6,7.135
CC1CCC(CC1)NC(=O)C2=CC=CN(Cc3ccccc3)C2=O,7.276
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6cocc6,7.996
CCCCCn1cc(cc1c2ccc(F)cc2)C(=O)c3cccc4ccccc34,7.481
CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,9.310
CCCn1c(C)c(C(=O)c2cccc3cc(OC)ccc23)c4ccccc14,7.523
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6c(Cl)cccc6Cl,7.009
CCCCCn1cc(cc1c2ccc(CCCC)cc2)C(=O)c3cccc4ccccc34,7.194
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCCc2ccc(O)c(O)c2)c1,5.301
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)N2CCOCC2,7.770
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCNCCCCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6,6.257
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NN4CCCCC4,6.009
CCOc1ccc(Cc2nc3cc(ccc3n2Cc4ccncc4)C(=O)N(CC)CC)cc1,7.796
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Br)cc3)C(=O)NN4CCCCC4,6.311
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)C(=O)N5CCCCC5)cc1,8.161
Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)CC5CCCC5)c6ccccc6Cl,6.245
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3n[nH]c(n3)C(C)(C)C,7.000
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NOC(C)(C)C,6.616
CCCCCn1c(C)c(C(=O)c2c(OC)ccc3ccccc23)c4ccccc14,7.398
C=CCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6occc6,7.301
Cc1cccc2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)c12,6.222
O=S(=O)(\C(=C\c1cn(CCN2CCCCC2)c3ccccc13)\C#N)c4ccccc4,8.122
CCCCCn1cc(C(=O)c2cccc3ccccc23)c4ccncc14,6.300
Cc1cccc(CN2C=C(C(=O)N[C@H]3[C@]4(C)CCC(C4)C3(C)C)C(=O)c5ccc(F)cc25)c1,7.502
C[C@@H]1CCC2=C(C1)Oc3cc(O)ccc3C2(C)C,5.377
CC(C)(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=NN2CCCC#N)C(C)(C)C)C(F)(F)F,8.367
CC(C)Cn1nnc(Cc2ccc(cc2)c3ccccc3)n1,5.328
ClCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4,6.285
CCCCCc1cc(OC)c2C=C(Cc3ccccc3Cl)C(=O)Oc2c1,6.733
CCC1COc2cccc3C(=O)C(=CN1c23)C(=O)NC(C)CCC(C)C,7.801
[I-].Cc1ccc(NC(=O)c2nn(c(c2C)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl)c[n+]1C,5.644
C=CCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6,7.595
CCCCn1cc(cc1c2ccccc2)C(=O)c3cccc4ccccc34,7.824
Cc1ccc(cc1CCN2CCOCC2)C(=O)NC3[C@@]4(C)CC[C@H](C4)C3(C)C,7.347
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NCc4ccccc4Cl)c(C)c3c2,5.319
COc1ccccc1CC2=Cc3c(OC)cccc3OC2=O,5.457
COc1ccc2c(OC(C)(C)c3cn(CCN4CCN(CC4)C(=O)C(C)(C)C)nc23)c1,5.194
COC(=O)c1cc(O)c(c(OC)c1)c2cc(C)cc(C)c2,5.194
CCCCCCc1c(O)cccc1OCCCCCCCCCCC(=O)NCCc2ccc(O)c(O)c2,5.102
CN(C)Cc1nc(cs1)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,5.205
Clc1ccc(CNC(=O)c2nn(c3ccccc3)c(c2C#N)n4cccc4)cc1Cl,5.405
CCCCCCCC\C=C/CCCCCCCC(=O)N(O)CCO,5.268
CCN(CC)S(=O)(=O)N\C(=N/C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3cccnc3,5.042
CCCCCN1C=C(C(=O)NCC2CC2)C(=O)C=C1C(C)(C)C,7.851
CCCCCC1=NN(CC1c2ccccc2)C(=O)c3cccc4ccccc34,6.987
CC1CCC(CC1)NC(=O)C2=Cc3cccnc3N(CCN4CCOCC4)C2=O,8.721
CCCCCOc1cc(ccc1OC)C(=O)NCCc2ccncc2,7.137
CCCCCC(C)(C)c1cc(OC)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,7.745
CCCCC1=NN(CC1c2ccccc2F)C(=O)NC(C)(C)c3ccc(F)cc3,7.051
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3cc(CC(C)(C)C)[nH]n3,7.125
Oc1ccc(cc1)C(C(=O)NCCC(c2ccccc2)c3ccccc3)c4ccccc4,5.959
O=C(N1CCc2ccccc12)C34CC5CC(CC(C5)C3)C4,6.337
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cnn(C)c15,7.936
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1,8.101
FC(F)(F)CCCS(=O)(=O)Oc1cccc2c1oc3c(C#N)c(ccc23)C(F)(F)F,6.597
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4ccncc4,5.759
CN1CCC(COc2ccc(cc2C(=O)\N=C\3/SC(=CN3C[C@H]4CCCO4)C(C)(C)C)C(F)(F)F)CC1,6.000
CCCCN1N=C(S/C/1=N/C(=O)c2cc(ccc2N(C)N(C)C(=O)OC(C)(C)C)C(F)(F)F)C(C)(C)C,6.554
CCCCOc1c(OCC[18F])ccc2C=C(C(=O)NC3CCCCC3)C(=O)Nc12,7.444
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3ccc(C#N)c4CCCCc34,8.721
CCCCCOc1cc(ccc1OC)C(=O)NC2CCc3cc(O)c(O)cc3C2,7.745
COc1ccc(cc1)C(=O)n2c(nc3ccccc23)c4ccc(OC)cc4,5.824
CCCCCOc1ccccc1c2onc(c2)C(=O)NC3CCCCCC3,7.216
CCN(CC)c1ccc(CN(c2ccc(C)cc2)S(=O)(=O)c3ccc(cc3)C(C)C)cc1,8.367
CCCCCN1C=C(C(=O)N[C@H](C)c2ccccc2)C(=O)c3ccc(cc13)N4CCCC4,7.767
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)n3nc(nc13)N4CCOCC4,6.247
Cn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6,7.009
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2NNc3ccccn3)C(F)(F)F)C(C)(C)C,7.495
CCCCCN1C=C(C(=O)Nc2ccccc2)C(=O)C=C1C(C)(C)C,8.036
CCCCN1\C(=N\C(=O)c2cc(ccc2OCC(C)(C)O)C(F)(F)F)\Sc3ccncc13,8.268
FC(F)(F)c1ccccc1C(NC(=O)Cc2ccc(Cl)cc2)NC(=O)Cc3ccc(Cl)cc3,6.801
FC1(F)CN(C1)C(=O)c2c3CCOCc3sc2NC(=O)C45CC6CC(CC4C6)C5,8.250
C[C@H](NS(=O)(=O)C)c1ccc(Cc2ccc(OC(F)(F)F)cc2S(=O)(=O)c3cccc(c3)C(F)(F)F)cc1,7.456
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NC(C(C)(C)C)C(C)(C)C,7.469
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3cccc(C)c3C,9.000
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)C4CCCCCC4,9.658
CCCCCCC(C)(C)c1ccc(c(O)c1)c2ccccc2N,7.770
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccc(CO)cc24)C1(C)C,6.949
N#Cc1ccccc1CSc2nnc3c4ccccc4n(Cc5ccccc5)c3n2,7.959
CCC(CC)(NC(=O)c1ccc(N2CC(C2)OC)c(OCC3CC3)n1)C(=O)NCCF,6.045
CCCCCCC(C)(C)c1ccc(c(CN2CCOCC2)c1)c3cc(C)cc(C)c3,6.180
Clc1ccc(CNC(=O)[C@@H]2CC[C@H](N(C2)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl)cc1,5.734
CN1C=C(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)C(=O)c4ccc(F)cc14,7.027
CCCCCN1C=C(C(=O)NC2CN3CCC2CC3)C(=O)c4ccc(Sc5ccccc5)cc14,7.050
CC1(C)C(C(=O)c2cn(CCN3CCOC3=O)c4ccccc24)C1(C)C,9.742
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cccc(OCc5ccccc5)c24)C1(C)C,8.030
CCCCN1\C(=N\C(=O)c2cc(ccc2ONC(C)(C)C)C(F)(F)F)\Sc3ccncc13,7.208
CCCCCn1cc(C(=O)Cc2ccc(F)cc2)c3ccccc13,6.437
CCCCN1C=CC=C(Oc2oc3ccccc3n2)C1=S,6.310
CSC(=O)N1CC2(CCCCC2)CN/C/1=N\c3cccc4ccccc34,6.810
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C4(CCC4)C(=O)OCCCCBr,9.155
CN1N(CCC(F)(F)F)\C(=N/C(=O)c2cc(ccc2ONC(C)(C)C)C(F)(F)F)\C=C1C(C)(C)C,7.167
CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(=C)C)c(O)c1,5.544
Cc1cnc(NC(=O)C(C)(C)C)cc1CN2CCOCC2,7.092
Cc1cccc(CN2C=C(C(=O)N[C@H]3[C@]4(C)CCC(C4)C3(C)C)C(=O)c5ccc(Sc6ccccc6)cc25)c1,6.857
CC(C)(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=NN2CCCC(F)(F)F)C(C)(C)C)C(F)(F)F,8.745
CCOCCN1C=C(C(=O)NCCc2ccccc2)C(=O)c3cccc(OC)c13,6.444
CC(C(=O)NCCC(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,6.538
CCCCCn1cc(C(=O)C(=O)NC2CCCCC2)c3cc(ccc13)c4ccccc4,7.951
CCc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NC4CCCCC4,7.801
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(Cl)ccc3Cl)C(=O)NC4CCCCC4,8.886
CC(C)CNS(=O)(=O)[C@@H]1CC[C@H](N(C1)c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl,5.802
CCSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2C(C)C,7.456
CCOc1ccc(Cc2nc3cc(ccc3n2CCC(C)C)C(=O)NC45CC6CC(CC(C6)C4)C5)cc1,5.328
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N,6.538
Fc1ccc(cc1)C2=CN(CCN3CCOCC3)C(=O)C(=C2)C(=O)NC4CCCCCC4,7.201
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,7.097
CCCCCn1cc(C(=O)c2ccc(CCCC)c3ccccc23)c4ccccc14,8.143
CCCCCC(NC(=O)Cc1ccccc1)NC(=O)Cc2ccccc2,4.740
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)N[C@@H]3CC[C@@H](CNS(=O)(=O)C(F)(F)F)CC3,7.367
N#CCn1nnc(Cc2ccc(cc2)c3ccccc3)n1,5.208
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccccc4C,7.973
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)N4CCCCCC4)c(C)c3c2,5.310
Cc1c(nn(c2ccc(Cl)cc2)c1n3cccc3)C(=O)NCC4CCCCC4,6.409
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)N[C@@H]4CC[C@@H](O)CC4,5.460
CCCCCOc1ccccc1c2onc(c2)C(=O)NC34CC5CC(CC3C5)C4,8.046
Clc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl,7.585
Cc1cc(Cl)ccc1c2c(C)c(nn2c3c(Cl)cc(Cl)cc3Cl)C(=O)NN4CCCCC4,5.749
CCCCCc1cc(OC)c2C=C(Cc3cccc(C)c3)C(=O)Oc2c1,6.407
CCCCCCC1(OCCO1)c2cc(O)c3[C@@H]4CC(=CC[C@H]4C(C)(C)Oc3c2)C,9.699
CCN(CC)C(=O)c1ccc2c(c1)nc(Nc3ccc(Oc4ccccc4)cc3)n2CCN5CCCCC5,5.051
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCNCc4ccccc4,4.896
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC(CO)CO)c1,6.089
CCOC(=O)CCCN1C(=O)C(=Cc2cccnc12)C(=O)NC3CCC(C)CC3,7.203
CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)NN,8.553
CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)NNS(=O)(=O)C,8.137
CC(C)c1ccccc1\N=C\2/SCC(C)(C)CN2Cc3ccccc3,5.866
CCCCCOc1ccccc1c2onc(c2)C(=O)NC34CC5CC(CC(C5)C3)C4,7.444
CCCCNC(=O)N1CCN(CC1)C(c2ccccc2)c3ccccc3,5.548
CCN(CC)c1ccc(CN(C(=O)Cc2ccc(Cl)cc2)c3ccc(Cl)cc3)cc1,6.866
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OC[C@@H]4CCCN4)C(F)(F)F)\S1,8.337
CCCCN1N(C)C(=C/C/1=N\C(=O)c2cc(ccc2O\N=C(/C)\C(F)(F)F)C(F)(F)F)C(C)(C)C,7.921
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC4CCCCC4,8.770
OC1C2CCN(CC2)/C/1=C\c3cn(Cc4ccccc4)c5ccccc35,7.257
CCCCCc1cc(OC)c2C=C(Cc3ccccc3)C(=O)Oc2c1,6.573
CCN(CC)c1ccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c3ccc(C)cc3)cc1,6.921
CCN(CC)c1ccc(CN(C(=O)Cc2ccc(Cl)cc2)[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)cc1,7.420
[O-][N+](=O)c1ccc2c(c1)c(OCc3ccc4ccccc4c3)nn2Cc5ccccc5,6.398
Clc1ccc(cc1)n2c(Cl)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,6.085
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3cccc4CCCCc34,9.699
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(cc3)c4ccccc4)cc1,6.780
CCCCN(CCCC)c1ccc(cc1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,6.656
CCCCCc1cc(O)cc(OCCCCCCCCCCCC(=O)NCCO)c1,7.409
O=C(NC1CCCCC1)C2=CC=CN(CCN3CCOCC3)C2=O,5.102
C[C@H]1CN(CC[C@@H]1CNS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F,8.155
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3ccc(cc3)C(F)(F)F,7.745
CCN(CC)c1ccc(CN([C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2)C3)S(=O)(=O)c5ccc(Cl)cc5)cc1,6.762
Cc1c(nn(c2ccc(Cl)cc2)c1n3cccc3)C(=O)NN4CCCCC4,5.662
O=C1C2CCN(CC2)/C/1=C\c3cn(Cc4ccccc4)c5ccccc35,7.932
O=C1C2CCN(CC2)/C/1=C\c3cn(Cc4ccc(cc4)C#N)c5ccccc35,6.943
CCCCN1C=C(S/C/1=N\C(=O)c2cc(ccc2NNC(=O)c3cccnc3)C(F)(F)F)C(C)(C)C,8.796
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)C(=O)c4c[nH]c5ccccc45,6.800
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)c3c(C)nn(C)c13,7.071
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)N2CCC[C@@H]2CO,7.367
CCCc1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(C)cc3)cc1,6.886
CCCCc1c(nc(C)n1c2ccccc2)C(=O)NC34CC5CC(CC(C5)C3)C4,8.009
O=C(NC1CCCCC1)C2=Cc3cccnc3N(Cc4ccccc4)C2=O,7.509
CCCCN1C(=O)C(=Cc2cccnc12)C(=O)NC3CCCCC3,7.155
CCCCCn1cc(C(=O)c2cccc3cccc(Br)c23)c4ccccc14,8.268
CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(N)cn1,6.060
CCCCCN1C=C2C(=O)N(CC3CC3)N=C2c4ccccc14,7.983
OCCNC(=O)\C=C\C=C\c1ccc2ccccc2c1,5.896
COc1cccc2c3C(=O)N(C=Cc3n(CCN4CCOCC4)c12)[C@H]5[C@@]6(C)CC[C@H](C6)C5(C)C,9.000
CCCCCN1C=C(C(=O)NCC23CC4CC(CC(C4)C2)C3)C(=O)C=C1C,7.818
CCCc1ccc(cc1)\N=C\2/SCC3(CCCCC3)CN2C(=S)SC,8.155
CCCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C)cn1,8.276
CCCCCCCN(Cc1ccc(cc1)N(CC)CC)C(=O)C2CCCCC2,6.674
CCCCCn1c(C)c(C(=O)Cc2cccc(OC)c2)c3ccccc13,7.075
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4c(F)c(F)c(F)c(F)c24)C1(C)C,8.307
CCN(CC)c1ccc(CN(c2ccc(C)cc2)S(=O)(=O)c3ccccc3)cc1,8.469
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(OC)cc1,5.398
CCCCCCCN(Cc1ccc(cc1)N(CC)CC)S(=O)(=O)c2ccc(OC)cc2,5.285
CCCCc1nc2ccccc2n1C(=O)c3ccc(OC)cc3,5.796
CCCCCCc1ccc(OCCCCCCCCCCC(=O)NCCO)cc1O,5.569
CCCCCN1C=C(C(=O)N[C@H]2C(C)(C)[C@H]3CC[C@]2(C)C3)C(=O)c4cc(Br)ccc14,8.301
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)n3nc(CC)cc13,7.983
CC(C)NC(=O)NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6,5.048
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(Cl)c(C)c15,7.593
Fc1ccccc1C(NC(=O)Cc2ccc(Cl)cc2)NC(=O)Cc3ccc(Cl)cc3,4.965
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC(CO)CO,5.865
CCCCCc1cc(O)cc(OCCCCCCCCCN[C@H](C)CO)c1,5.818
C[C@@]12CC[C@@H](C1)C(C)(C)[C@H]2NC(=O)c3ccc(Br)c(c3)S(=O)(=O)N4CCCCC4,7.886
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3nnn(CC(C)(C)C)n3,7.770
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2NN=C(C)C)C(F)(F)F)C(C)(C)C,6.607
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,6.222
CCCCCn1c(C)c(C(=O)Cc2ccc(C)cc2)c3ccccc13,5.868
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(cc15)S(=O)(=O)c6ccccc6,9.046
Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCCCC3)c4CCCc5cc(Cl)ccc5c24,7.551
COCCn1cc(C(=O)C2C(C)(C)C2(C)C)c3ccccc13,8.506
Clc1ccc(C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4)c(Cl)c1,6.365
CCCCn1cc(C(=O)c2cccc3ccccc23)c4cccc(O)c14,7.106
CCCCN1C(=O)C(=CC2=C1CCC2)C(=O)NCc3ccccc3,7.796
Cc1ccc(C)n1c2c(C)c(nn2c3ccc(F)cc3F)C(=O)NCCc4ccc(Cl)cc4Cl,6.142
CCCCCn1c(C)c(C(=O)c2ccc(Br)c3ccccc23)c4ccccc14,8.553
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)N3CCC(CNS(=O)(=O)C(F)(F)F)CC3,8.260
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(nc15)c6ccc(Cl)cc6,7.947
Fc1cccc(c1C(=O)Nc2sc3COCCc3c2C(=O)N4CC(F)(F)C4)C(F)(F)F,6.353
CCCCCCc1c(O)cccc1OCCCCCCCCCCC(=O)NCC2CC2,6.328
CCCn1cc(C(=O)c2cccc3cccc(Cl)c23)c4ccccc14,6.873
Fc1ccc(CN2C=CC=C(C(=O)NC3CCCCC3)C2=O)cc1,7.699
O=C1N(N=C2C1=CN(CCN3CCOCC3)c4ccccc24)c5ccccc5,5.642
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)n3nc(cc13)c4ccccc4C,8.049
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cc4CCCCc4c3)C(=O)NC5CCCCC5,6.424
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)N3CCC(CNC(=O)OCC=C)(CNS(=O)(=O)C(F)(F)F)CC3,5.609
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5ncnc15,7.699
O=C(C1CCCC1)n2c3ccccc3c4nnc(SCc5ccccc5C#N)nc24,6.495
CCCCCn1cc(cc1c2cccc(OC)c2)C(=O)c3cccc4ccccc34,7.638
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCc4ccccc4)C(F)(F)F)\S1,8.222
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)n3nc(nc13)c4ccccc4,7.319
CCCCCN1C=C(C(=O)NC2CCC(C)CC2)C(=O)n3nc(C)cc13,6.975
O=C(NC12CC3CC(CC(C3)C1)C2)C4=CC(=NN(C5CCCC5)C4=O)c6ccccc6,8.357
Cc1nc(C(=O)NCc2ccccc2C(F)(F)F)c(C)n1c3ccccc3,8.456
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3cccc4CCCc34,8.301
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3cccc4CCCCc34,9.000
CCCOc1ccccc1c2onc(c2)C(=O)NC34CC5CC(CC(C5)C3)C4,7.099
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3nc(CC(C)(C)C)cs3,8.284
CCN(CC)c1ccc(CN(c2ccccc2)S(=O)(=O)c3ccc(cc3)C(C)C)cc1,7.523
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2ONC(C)(C)C)C(F)(F)F)C3(C)CC3,7.796
